Instance,Income
115820,52633.848
115821,109680.63
115822,180072.05
115823,381112.62
115824,-2507.6467
115825,26517.6
115826,21928.705
115827,184366.73
115828,46681.79
115829,26969.518
115830,15440.345
115831,37106.223
115832,189002.86
115833,82303.51
115834,56468.82
115835,44379.5
115836,12035.431
115837,68177.0
115838,112826.87
115839,787257.0
115840,31066.705
115841,80490.85
115842,57599.13
115843,25646.412
115844,38692.266
115845,-3641.7466
115846,53690.01
115847,66406.82
115848,11971.872
115849,25636.74
115850,6014.324
115851,153063.95
115852,148715.11
115853,16181.922
115854,78792.06
115855,245001.39
115856,124365.05
115857,19279.223
115858,203696.62
115859,51192.387
115860,110620.52
115861,226215.64
115862,48926.86
115863,120730.03
115864,93842.016
115865,155413.12
115866,103535.836
115867,194050.58
115868,21635.346
115869,20254.574
115870,42282.664
115871,23440.826
115872,29033.676
115873,142190.31
115874,42729.574
115875,97593.67
115876,41214.484
115877,27017.098
115878,34966.367
115879,38050.684
115880,28427.281
115881,31482.104
115882,193895.33
115883,46046.13
115884,50309.992
115885,71446.1
115886,62063.582
115887,173639.89
115888,119020.47
115889,154921.98
115890,7061.38
115891,114801.03
115892,57967.613
115893,62437.88
115894,64751.992
115895,347392.78
115896,40161.516
115897,37854.918
115898,49372.625
115899,7695.9185
115900,401025.8
115901,343793.0
115902,47271.46
115903,58867.496
115904,463867.2
115905,28532.518
115906,66115.664
115907,39297.195
115908,29269.29
115909,60807.242
115910,55416.62
115911,283055.34
115912,31748.027
115913,54363.457
115914,56988.688
115915,50937.832
115916,22791.844
115917,29660.742
115918,255911.69
115919,112196.516
115920,45890.9
115921,84940.14
115922,106895.09
115923,19127.709
115924,64915.824
115925,37883.73
115926,35072.03
115927,86017.18
115928,126545.97
115929,46445.176
115930,61659.715
115931,42380.35
115932,61516.11
115933,29127.129
115934,98701.76
115935,33211.855
115936,293966.75
115937,87841.39
115938,78962.75
115939,69281.875
115940,85147.69
115941,40983.4
115942,103600.53
115943,39352.406
115944,67057.6
115945,45233.387
115946,130357.484
115947,61449.27
115948,746992.56
115949,64536.69
115950,67218.27
115951,21228.959
115952,52289.598
115953,25128.855
115954,95545.516
115955,305266.2
115956,78300.04
115957,17707.451
115958,51972.836
115959,43421.105
115960,59726.05
115961,175061.86
115962,27028.143
115963,43001.043
115964,336360.88
115965,38557.848
115966,346036.88
115967,163480.16
115968,325767.66
115969,8351.914
115970,27399.719
115971,35020.09
115972,13153.749
115973,108040.336
115974,65391.99
115975,175637.67
115976,109036.93
115977,670487.8
115978,26113.965
115979,144024.62
115980,187427.69
115981,382022.06
115982,62005.316
115983,72518.36
115984,109353.516
115985,24391.465
115986,99133.44
115987,24011.598
115988,35559.848
115989,51653.23
115990,360921.06
115991,125269.63
115992,60827.555
115993,291721.62
115994,359728.53
115995,338178.9
115996,345323.8
115997,93528.97
115998,58992.11
115999,13765.472
116000,38224.977
116001,53245.78
116002,13392.115
116003,304022.38
116004,100488.55
116005,56124.332
116006,349631.28
116007,558756.4
116008,32105.188
116009,188622.1
116010,15632.22
116011,748292.6
116012,82293.586
116013,19029.867
116014,64315.21
116015,105736.125
116016,295850.72
116017,205752.03
116018,93361.83
116019,221515.78
116020,25957.156
116021,6991.612
116022,133985.77
116023,25789.898
116024,302044.0
116025,23286.254
116026,36796.043
116027,35752.477
116028,34183.516
116029,177419.98
116030,132067.95
116031,20947.5
116032,51026.406
116033,94543.58
116034,46983.742
116035,50291.582
116036,16260.454
116037,30065.805
116038,34062.957
116039,80787.234
116040,42608.14
116041,99216.05
116042,72871.38
116043,20107.887
116044,45761.63
116045,173302.58
116046,119249.945
116047,148986.12
116048,111627.01
116049,43964.297
116050,43430.086
116051,162498.9
116052,55275.523
116053,74331.63
116054,46255.63
116055,551469.7
116056,70950.805
116057,23927.13
116058,172252.23
116059,680436.3
116060,41618.215
116061,115658.63
116062,90647.28
116063,17070.752
116064,83274.83
116065,105602.11
116066,47748.156
116067,169929.86
116068,83164.44
116069,44640.285
116070,14477.935
116071,92611.82
116072,3337.431
116073,320674.16
116074,583099.94
116075,19345.605
116076,152162.86
116077,205590.83
116078,28709.39
116079,938605.06
116080,79575.38
116081,31746.09
116082,38774.586
116083,218602.75
116084,14375.312
116085,34558.484
116086,56531.43
116087,124111.32
116088,147114.45
116089,329799.75
116090,44485.715
116091,350733.6
116092,94632.66
116093,31310.055
116094,95823.19
116095,287692.4
116096,41898.547
116097,45035.6
116098,171164.2
116099,20291.928
116100,16555.078
116101,46756.16
116102,152339.36
116103,104828.984
116104,69661.484
116105,39751.117
116106,120432.72
116107,249650.83
116108,40977.598
116109,166159.66
116110,232586.61
116111,40061.766
116112,122804.695
116113,48493.06
116114,35652.88
116115,92033.734
116116,5782.039
116117,33553.266
116118,39747.242
116119,77214.93
116120,45144.355
116121,4851.5093
116122,129969.11
116123,65499.7
116124,48091.43
116125,20321.672
116126,506016.56
116127,99798.76
116128,63986.35
116129,26287.246
116130,94729.77
116131,55974.023
116132,42008.86
116133,45303.37
116134,111870.484
116135,42773.875
116136,248223.95
116137,51528.85
116138,54317.5
116139,141954.75
116140,33884.418
116141,45248.64
116142,46990.113
116143,226392.53
116144,29572.434
116145,106770.125
116146,286391.28
116147,24624.598
116148,170715.83
116149,31002.371
116150,96530.97
116151,29155.256
116152,573009.8
116153,173997.8
116154,333688.1
116155,46264.516
116156,199426.95
116157,410663.44
116158,89569.414
116159,75007.695
116160,43600.484
116161,6715.9727
116162,32910.816
116163,30318.777
116164,79937.234
116165,189804.6
116166,50519.457
116167,25502.95
116168,6060.7627
116169,66807.72
116170,40568.805
116171,66255.93
116172,86862.92
116173,111004.83
116174,284154.06
116175,145908.2
116176,92777.24
116177,114807.94
116178,39179.43
116179,112045.52
116180,14310.843
116181,476246.47
116182,43789.44
116183,22123.074
116184,4809.0127
116185,175190.39
116186,82809.88
116187,122496.19
116188,40812.723
116189,319528.0
116190,55185.703
116191,99471.875
116192,61164.74
116193,117547.336
116194,63657.797
116195,56731.83
116196,211386.19
116197,114749.43
116198,48715.496
116199,73428.836
116200,30076.494
116201,147983.22
116202,33025.18
116203,37269.363
116204,49227.23
116205,71124.38
116206,79786.33
116207,87096.99
116208,42827.594
116209,55658.35
116210,713293.5
116211,86410.75
116212,217902.34
116213,20290.822
116214,7629.7246
116215,68328.55
116216,24974.684
116217,77576.445
116218,304814.94
116219,8055.7656
116220,28046.506
116221,54822.492
116222,144186.34
116223,70256.11
116224,72733.14
116225,39553.867
116226,141063.86
116227,154860.5
116228,95418.29
116229,226510.23
116230,141507.77
116231,54911.0
116232,27479.322
116233,249260.12
116234,33865.465
116235,19320.76
116236,28926.367
116237,35877.49
116238,190144.0
116239,541289.56
116240,110827.51
116241,47902.844
116242,223780.83
116243,170491.02
116244,207534.53
116245,40330.062
116246,385906.7
116247,63262.36
116248,28912.043
116249,68510.45
116250,233704.67
116251,39969.62
116252,41041.184
116253,171930.84
116254,40771.715
116255,50385.78
116256,17297.293
116257,26816.385
116258,18043.914
116259,384173.16
116260,13228.824
116261,12808.966
116262,239547.64
116263,66678.88
116264,80143.164
116265,93668.61
116266,55626.363
116267,123071.59
116268,10409.98
116269,60788.918
116270,19278.848
116271,766662.1
116272,211296.02
116273,55666.39
116274,46548.523
116275,66004.805
116276,4422.088
116277,34895.84
116278,42804.246
116279,122513.94
116280,82912.82
116281,29111.236
116282,19920.219
116283,129888.46
116284,112250.57
116285,85101.05
116286,187941.08
116287,15940.249
116288,72262.24
116289,142512.47
116290,66168.36
116291,19985.098
116292,30307.527
116293,13232.31
116294,41634.223
116295,61194.926
116296,79154.305
116297,24417.578
116298,15744.433
116299,199707.19
116300,170004.69
116301,35970.293
116302,61004.484
116303,39815.23
116304,108518.78
116305,35987.918
116306,3794.0234
116307,20723.273
116308,147043.5
116309,28559.729
116310,106247.875
116311,19038.49
116312,13578.491
116313,534525.1
116314,191337.55
116315,237361.44
116316,173069.92
116317,63586.348
116318,81802.96
116319,40006.793
116320,34960.938
116321,267920.84
116322,48567.176
116323,26345.166
116324,88809.49
116325,161282.88
116326,41816.297
116327,31175.11
116328,74554.336
116329,13957.786
116330,7233.0425
116331,111618.51
116332,79300.1
116333,13576.583
116334,42681.19
116335,22603.48
116336,141857.5
116337,32971.707
116338,222386.61
116339,47402.707
116340,90145.83
116341,158127.0
116342,82904.586
116343,35904.402
116344,119628.55
116345,21125.795
116346,37139.848
116347,249160.56
116348,38288.742
116349,59073.555
116350,19808.51
116351,102899.875
116352,72207.71
116353,33723.21
116354,44573.27
116355,30528.44
116356,46767.99
116357,92837.984
116358,183970.5
116359,32908.383
116360,79879.33
116361,208182.61
116362,413948.3
116363,20886.041
116364,42843.285
116365,79904.53
116366,64264.605
116367,30825.418
116368,183829.73
116369,16199.141
116370,42801.43
116371,174721.66
116372,70194.516
116373,52664.035
116374,28494.33
116375,126758.516
116376,161979.73
116377,162483.52
116378,5259.4897
116379,45835.508
116380,180798.48
116381,146433.38
116382,44208.992
116383,25904.238
116384,44199.008
116385,177774.55
116386,237587.98
116387,16808.03
116388,25711.36
116389,82132.76
116390,41770.58
116391,24836.44
116392,115252.34
116393,42642.06
116394,6736.607
116395,47211.656
116396,37037.61
116397,350752.72
116398,125022.46
116399,116276.16
116400,116197.19
116401,169810.27
116402,117624.14
116403,90736.39
116404,116064.164
116405,187796.8
116406,8797.416
116407,392117.78
116408,33779.664
116409,103447.45
116410,179442.92
116411,48735.203
116412,27254.898
116413,23599.27
116414,50969.33
116415,28215.877
116416,77236.58
116417,125306.164
116418,43815.12
116419,695246.25
116420,57692.49
116421,75382.58
116422,14887.185
116423,63532.35
116424,67458.3
116425,270757.44
116426,60231.36
116427,151492.84
116428,33531.84
116429,669707.6
116430,110129.71
116431,188640.44
116432,31119.535
116433,187708.14
116434,114179.01
116435,98442.78
116436,145581.77
116437,60927.188
116438,153400.92
116439,10343.136
116440,140254.02
116441,202032.83
116442,151855.27
116443,94353.21
116444,16323.374
116445,30978.625
116446,142608.88
116447,306521.03
116448,49672.055
116449,28775.93
116450,620656.6
116451,289692.25
116452,105472.34
116453,235305.14
116454,58163.61
116455,92963.1
116456,75214.49
116457,44630.59
116458,37875.94
116459,54029.918
116460,34833.85
116461,79080.73
116462,139788.34
116463,37062.082
116464,70871.57
116465,24635.865
116466,32729.14
116467,31868.408
116468,47275.457
116469,64135.777
116470,26749.447
116471,200282.48
116472,77339.62
116473,18600.057
116474,55359.527
116475,200756.89
116476,-3461.9846
116477,104319.55
116478,107692.2
116479,13594.113
116480,12354.179
116481,54205.05
116482,81703.62
116483,393858.7
116484,264270.44
116485,39453.258
116486,186867.27
116487,73519.08
116488,30606.602
116489,145613.25
116490,96865.984
116491,53920.89
116492,201449.44
116493,158001.78
116494,132875.89
116495,38197.59
116496,166361.9
116497,3901.8535
116498,13328.52
116499,14837.031
116500,144351.02
116501,73171.664
116502,189539.92
116503,22364.943
116504,94046.37
116505,133588.03
116506,40503.164
116507,112002.55
116508,739630.4
116509,537767.0
116510,10638.648
116511,26423.668
116512,22383.312
116513,45460.406
116514,28930.764
116515,442154.72
116516,35385.02
116517,47073.54
116518,54995.49
116519,42401.91
116520,21504.422
116521,34167.805
116522,176496.92
116523,9287.432
116524,20411.18
116525,248599.56
116526,99345.67
116527,535553.94
116528,230654.88
116529,17815.59
116530,141999.3
116531,47573.84
116532,126596.72
116533,153164.83
116534,55412.098
116535,93054.73
116536,45868.777
116537,63037.723
116538,85403.6
116539,103662.4
116540,79788.88
116541,131222.4
116542,226974.56
116543,87222.25
116544,37925.35
116545,8150.9688
116546,65863.96
116547,30432.81
116548,80247.28
116549,99744.92
116550,655758.44
116551,214536.22
116552,368002.88
116553,203241.8
116554,45948.38
116555,199282.69
116556,20837.855
116557,37345.207
116558,57926.965
116559,50072.926
116560,270151.28
116561,29373.326
116562,82482.97
116563,29082.9
116564,400334.3
116565,61187.223
116566,36843.74
116567,126486.445
116568,188987.72
116569,282435.4
116570,58554.86
116571,58813.246
116572,32078.662
116573,68122.586
116574,129117.625
116575,225845.39
116576,45168.207
116577,46190.027
116578,462176.2
116579,198219.53
116580,71327.23
116581,57333.86
116582,50951.348
116583,75306.74
116584,28502.783
116585,38364.26
116586,77742.27
116587,244770.92
116588,804242.3
116589,63569.645
116590,252524.0
116591,96402.91
116592,16859.934
116593,35907.406
116594,48848.426
116595,339337.97
116596,105943.59
116597,20232.816
116598,3715.9246
116599,299245.47
116600,43641.152
116601,10156.385
116602,25123.25
116603,54336.363
116604,212332.05
116605,92746.21
116606,48218.203
116607,98701.266
116608,124239.35
116609,27482.256
116610,10221.523
116611,503042.12
116612,177123.31
116613,270080.47
116614,65078.2
116615,41471.86
116616,109151.42
116617,37396.86
116618,31118.795
116619,38998.52
116620,1121149.6
116621,48409.45
116622,222553.55
116623,48714.293
116624,58410.03
116625,73434.56
116626,188628.25
116627,39158.934
116628,76536.5
116629,149081.9
116630,30250.572
116631,130266.266
116632,96808.65
116633,18662.078
116634,171869.0
116635,10438.028
116636,60004.4
116637,182135.62
116638,272974.22
116639,248805.23
116640,26544.998
116641,52122.355
116642,237357.75
116643,42776.89
116644,65039.492
116645,137343.5
116646,244199.47
116647,40929.465
116648,73456.01
116649,64106.08
116650,36166.06
116651,182841.44
116652,150963.64
116653,50600.215
116654,59111.36
116655,86717.45
116656,242485.27
116657,68477.414
116658,49706.574
116659,317944.97
116660,610350.2
116661,13025.353
116662,14345.208
116663,36818.188
116664,52893.715
116665,527687.1
116666,37949.76
116667,184267.94
116668,184533.55
116669,46818.58
116670,62344.965
116671,45846.22
116672,28899.484
116673,31517.441
116674,17821.49
116675,147396.73
116676,63739.53
116677,67991.805
116678,232339.08
116679,269668.9
116680,121351.91
116681,104145.51
116682,170870.61
116683,30132.863
116684,93464.516
116685,110860.945
116686,94292.555
116687,108444.77
116688,97085.66
116689,17071.197
116690,53750.605
116691,29315.273
116692,180065.52
116693,197199.86
116694,25175.547
116695,16551.188
116696,18280.678
116697,92949.195
116698,115474.875
116699,194768.25
116700,29880.82
116701,24981.764
116702,130049.805
116703,70467.26
116704,215686.06
116705,7805.3223
116706,192527.58
116707,13392.356
116708,76364.73
116709,43627.043
116710,38145.125
116711,30520.76
116712,352019.56
116713,39754.664
116714,71102.12
116715,171470.84
116716,100035.19
116717,45170.33
116718,119538.484
116719,332604.3
116720,29067.576
116721,62201.72
116722,42757.285
116723,119665.836
116724,53387.324
116725,50018.066
116726,275088.0
116727,283647.16
116728,34217.402
116729,24954.393
116730,129366.27
116731,237996.38
116732,34813.438
116733,53132.832
116734,63956.426
116735,6067.4463
116736,28336.559
116737,39778.24
116738,228757.89
116739,5483.5586
116740,529078.56
116741,18214.785
116742,21878.021
116743,32725.338
116744,324422.53
116745,50672.79
116746,258754.97
116747,108905.02
116748,386443.94
116749,14047.065
116750,110488.96
116751,2441.1072
116752,42521.742
116753,77161.94
116754,580015.1
116755,6039.6357
116756,30396.74
116757,23307.086
116758,45333.168
116759,43235.652
116760,37981.047
116761,118697.07
116762,71386.7
116763,209776.9
116764,407853.16
116765,70530.86
116766,17417.785
116767,51.178204
116768,181810.38
116769,224842.31
116770,155733.86
116771,108402.664
116772,28816.396
116773,71202.22
116774,21740.998
116775,84065.79
116776,36414.664
116777,61101.973
116778,199772.47
116779,53711.05
116780,90713.09
116781,68682.99
116782,51359.297
116783,19779.326
116784,370244.9
116785,144481.98
116786,215988.72
116787,214649.83
116788,56826.74
116789,74848.125
116790,327847.12
116791,113358.73
116792,94101.58
116793,128527.664
116794,48617.402
116795,82962.76
116796,43668.473
116797,39545.363
116798,704306.8
116799,20010.137
116800,4706.7153
116801,47686.41
116802,25226.525
116803,64302.85
116804,499677.22
116805,36889.145
116806,24710.725
116807,86055.53
116808,41982.05
116809,68489.59
116810,261315.28
116811,180263.23
116812,11937.081
116813,13383.451
116814,72163.73
116815,8483.467
116816,217990.66
116817,169162.19
116818,19499.08
116819,22826.727
116820,395799.97
116821,7248.9966
116822,114173.07
116823,67742.48
116824,40659.996
116825,85027.26
116826,10222.495
116827,39291.336
116828,263183.8
116829,40336.08
116830,87097.41
116831,36058.33
116832,1117230.1
116833,96122.484
116834,107190.96
116835,33077.996
116836,73747.266
116837,69855.27
116838,18145.752
116839,181787.02
116840,168884.1
116841,56284.254
116842,65261.44
116843,402062.78
116844,57555.094
116845,4871.8516
116846,25775.023
116847,50330.73
116848,79155.1
116849,133106.69
116850,21819.76
116851,120624.48
116852,36651.895
116853,64830.293
116854,53706.547
116855,429670.25
116856,99889.89
116857,14238.652
116858,56242.86
116859,46985.332
116860,438847.4
116861,164523.33
116862,6061.9443
116863,72155.766
116864,102426.73
116865,169104.4
116866,50134.23
116867,40935.39
116868,347733.03
116869,33866.617
116870,38196.45
116871,30479.65
116872,179191.42
116873,138743.16
116874,6896.278
116875,113524.99
116876,118198.45
116877,80912.55
116878,19979.184
116879,246415.44
116880,103625.53
116881,29775.814
116882,80596.64
116883,173723.78
116884,25555.105
116885,24208.59
116886,40597.31
116887,47186.02
116888,17097.65
116889,35304.945
116890,9905.107
116891,447668.12
116892,70229.516
116893,12539.102
116894,17093.074
116895,45101.355
116896,21578.371
116897,626351.5
116898,50601.582
116899,69467.49
116900,129046.75
116901,129368.93
116902,80589.945
116903,174331.88
116904,36573.44
116905,60803.27
116906,17588.371
116907,90192.016
116908,16313.441
116909,152097.83
116910,32844.445
116911,62970.754
116912,14626.236
116913,81637.38
116914,175373.3
116915,40502.953
116916,25033.828
116917,79543.875
116918,375862.22
116919,40170.46
116920,20572.139
116921,93083.28
116922,-1240.1119
116923,12593.316
116924,78616.29
116925,48296.098
116926,92921.016
116927,21943.68
116928,27564.299
116929,73205.81
116930,44751.09
116931,20124.66
116932,170693.72
116933,9494.139
116934,259177.47
116935,35025.65
116936,155791.62
116937,3161.717
116938,117594.49
116939,120933.95
116940,1161618.4
116941,35634.3
116942,28285.79
116943,29398.588
116944,34643.664
116945,211713.27
116946,13240.712
116947,573905.9
116948,124469.99
116949,63765.78
116950,83580.695
116951,158893.48
116952,55805.54
116953,448261.97
116954,71342.39
116955,60228.68
116956,55493.996
116957,73566.28
116958,60511.69
116959,74724.23
116960,93599.73
116961,8787.147
116962,49421.004
116963,431694.75
116964,321109.53
116965,35800.54
116966,35684.207
116967,122084.36
116968,17881.107
116969,32817.246
116970,33655.04
116971,35558.156
116972,277230.1
116973,29122.504
116974,44559.254
116975,78757.12
116976,32521.436
116977,97288.76
116978,27025.145
116979,12431.834
116980,74692.8
116981,227492.72
116982,26398.932
116983,50350.695
116984,29008.994
116985,105241.08
116986,45875.15
116987,106296.85
116988,8760.174
116989,16191.849
116990,23857.97
116991,45471.38
116992,228163.45
116993,90653.8
116994,196149.92
116995,84767.55
116996,502372.6
116997,126211.08
116998,70862.52
116999,46015.105
117000,16897.379
117001,15306.143
117002,40750.027
117003,176126.77
117004,181309.08
117005,169803.06
117006,10196.474
117007,34639.42
117008,46612.957
117009,74486.02
117010,45056.22
117011,26144.424
117012,17282.527
117013,341857.94
117014,58483.977
117015,126873.91
117016,45417.02
117017,20611.428
117018,52832.492
117019,21603.736
117020,31064.535
117021,144007.89
117022,46111.3
117023,239951.39
117024,181420.97
117025,17201.988
117026,133590.95
117027,103363.42
117028,164059.84
117029,229103.61
117030,512392.12
117031,29272.6
117032,18738.102
117033,161581.67
117034,34433.945
117035,50595.293
117036,57171.21
117037,13118.865
117038,26639.201
117039,14685.512
117040,141213.98
117041,143352.73
117042,11681.875
117043,129396.79
117044,47321.67
117045,47984.883
117046,371060.62
117047,-25311.074
117048,554039.7
117049,65280.273
117050,65082.773
117051,722454.9
117052,69105.06
117053,471322.88
117054,17812.746
117055,72738.97
117056,392809.97
117057,49267.555
117058,32836.86
117059,84493.51
117060,113034.98
117061,96974.125
117062,56089.76
117063,203836.78
117064,119592.91
117065,40355.707
117066,519440.4
117067,225062.23
117068,6139.715
117069,36347.125
117070,31805.598
117071,86398.57
117072,75870.11
117073,440951.5
117074,238631.38
117075,132330.28
117076,20949.816
117077,43190.54
117078,1045918.6
117079,232236.27
117080,40850.71
117081,47111.137
117082,68811.22
117083,57466.68
117084,82137.24
117085,34292.125
117086,95568.24
117087,58416.67
117088,111294.46
117089,42888.95
117090,518053.47
117091,10852.144
117092,33531.742
117093,742766.7
117094,935861.06
117095,15104.706
117096,272012.47
117097,20855.334
117098,15390.295
117099,73368.03
117100,11830.169
117101,54118.07
117102,41263.0
117103,127647.79
117104,16496.355
117105,86225.6
117106,89953.74
117107,15959.421
117108,160692.36
117109,408338.9
117110,198353.03
117111,649939.25
117112,4998.9424
117113,16973.383
117114,212.96658
117115,231865.02
117116,66617.81
117117,28828.926
117118,135095.16
117119,50142.85
117120,36455.277
117121,123126.836
117122,1160819.5
117123,38460.746
117124,8648.777
117125,79400.51
117126,45273.24
117127,166812.58
117128,33393.508
117129,10748.535
117130,113057.29
117131,106262.88
117132,108101.23
117133,270899.2
117134,287749.22
117135,25170.902
117136,139577.88
117137,26044.07
117138,39740.18
117139,115670.86
117140,59743.902
117141,25299.324
117142,301080.12
117143,138106.22
117144,418992.44
117145,26419.9
117146,63892.31
117147,90844.93
117148,169134.4
117149,106047.01
117150,84961.52
117151,45894.027
117152,427048.4
117153,118775.25
117154,18935.262
117155,52167.668
117156,158847.8
117157,89047.92
117158,304693.78
117159,16794.621
117160,39432.273
117161,23705.078
117162,24983.654
117163,53486.22
117164,81878.71
117165,84355.83
117166,20096.447
117167,194192.77
117168,26732.068
117169,162293.38
117170,28820.451
117171,53211.64
117172,84174.38
117173,113242.26
117174,48356.78
117175,57944.48
117176,94470.62
117177,53872.98
117178,45779.645
117179,67251.734
117180,251309.7
117181,43735.43
117182,20781.145
117183,127336.086
117184,29829.379
117185,27038.06
117186,87101.086
117187,44574.906
117188,74817.1
117189,29694.756
117190,32359.787
117191,44152.715
117192,69048.04
117193,63476.81
117194,132014.36
117195,28417.646
117196,56545.6
117197,111427.625
117198,28302.506
117199,1375916.9
117200,15536.229
117201,92794.586
117202,21079.215
117203,156677.64
117204,448119.0
117205,256098.1
117206,325797.94
117207,45279.375
117208,83677.2
117209,26182.56
117210,41188.855
117211,436592.62
117212,16793.549
117213,57328.9
117214,145452.62
117215,27132.016
117216,50082.91
117217,15252.173
117218,28961.56
117219,384378.94
117220,33929.05
117221,40886.332
117222,208225.53
117223,87311.12
117224,66096.94
117225,12565.721
117226,12491.238
117227,47159.113
117228,500001.16
117229,56464.207
117230,87509.44
117231,23895.492
117232,5245.248
117233,123960.09
117234,270183.38
117235,22384.549
117236,87000.87
117237,113891.81
117238,59913.93
117239,597848.75
117240,50283.082
117241,35250.99
117242,92978.2
117243,24296.553
117244,189236.62
117245,492384.75
117246,250370.6
117247,46069.406
117248,237577.83
117249,296837.3
117250,36264.16
117251,152758.75
117252,132737.45
117253,4622.563
117254,70060.336
117255,184915.1
117256,24755.297
117257,126992.12
117258,1981.9664
117259,55596.973
117260,37833.145
117261,93367.26
117262,438074.53
117263,44519.07
117264,336341.8
117265,35787.81
117266,74345.4
117267,35821.445
117268,52006.332
117269,21295.23
117270,36273.164
117271,375092.97
117272,32371.518
117273,61358.543
117274,74321.98
117275,8493.281
117276,30097.832
117277,27211.885
117278,25198.764
117279,162228.23
117280,31166.71
117281,137087.8
117282,137501.11
117283,108556.12
117284,104733.64
117285,57202.812
117286,212366.92
117287,82187.164
117288,68246.99
117289,45995.316
117290,21954.69
117291,4593.807
117292,52550.027
117293,143694.48
117294,29662.088
117295,205639.28
117296,31750.11
117297,49245.902
117298,46595.953
117299,44626.88
117300,47428.62
117301,6881.621
117302,48390.348
117303,30404.832
117304,37209.164
117305,104367.28
117306,10377.373
117307,45135.715
117308,171150.25
117309,49768.69
117310,50514.973
117311,18062.828
117312,33729.71
117313,119208.86
117314,60382.332
117315,35436.86
117316,61206.24
117317,807928.75
117318,64061.043
117319,96411.94
117320,60152.707
117321,6982.855
117322,82998.586
117323,24493.2
117324,49209.52
117325,142423.55
117326,251625.56
117327,73525.05
117328,384880.44
117329,17854.32
117330,208877.02
117331,112556.65
117332,151701.58
117333,70095.0
117334,173310.28
117335,137514.58
117336,142578.0
117337,111809.07
117338,49723.48
117339,24975.396
117340,21077.822
117341,38647.77
117342,21915.998
117343,12037.602
117344,6623.3916
117345,353170.72
117346,59677.098
117347,323527.56
117348,95808.07
117349,284070.78
117350,24603.69
117351,31506.818
117352,97371.02
117353,230220.3
117354,70609.4
117355,116242.52
117356,32909.02
117357,50209.277
117358,112437.38
117359,40306.25
117360,1224078.8
117361,522687.1
117362,346845.53
117363,84135.664
117364,214036.61
117365,86475.42
117366,6901.0415
117367,611889.75
117368,52630.766
117369,212072.16
117370,304952.0
117371,56645.57
117372,60580.34
117373,126495.59
117374,60271.367
117375,30258.525
117376,41859.53
117377,79962.7
117378,53604.7
117379,424675.34
117380,274071.4
117381,251268.7
117382,-3308.8113
117383,158225.98
117384,235849.11
117385,44813.105
117386,210992.33
117387,105731.91
117388,32006.225
117389,41609.03
117390,201987.14
117391,37567.473
117392,272396.66
117393,276756.66
117394,66620.48
117395,115035.195
117396,248546.2
117397,168270.92
117398,89050.83
117399,3204.407
117400,156065.77
117401,90773.36
117402,120036.12
117403,226707.4
117404,43448.29
117405,82894.1
117406,320597.34
117407,138995.72
117408,107716.78
117409,65615.164
117410,29975.084
117411,41553.758
117412,208750.42
117413,146581.14
117414,191473.22
117415,459547.12
117416,111092.336
117417,199511.89
117418,27157.826
117419,33971.99
117420,65943.945
117421,100342.96
117422,130606.234
117423,274092.56
117424,85798.32
117425,47144.848
117426,52022.406
117427,102433.875
117428,14552.748
117429,1261.7703
117430,212517.16
117431,88245.27
117432,37653.6
117433,41646.227
117434,44752.92
117435,11029.935
117436,126092.37
117437,100782.32
117438,22699.188
117439,143425.67
117440,66603.78
117441,65035.32
117442,16233.833
117443,26254.148
117444,6875.635
117445,38652.13
117446,19495.303
117447,440127.47
117448,34303.49
117449,33181.117
117450,95708.11
117451,180140.03
117452,86391.49
117453,50323.914
117454,91739.195
117455,759091.94
117456,94535.734
117457,88471.5
117458,2090.5278
117459,130074.23
117460,149724.33
117461,43745.58
117462,96289.336
117463,6727.3477
117464,21060.926
117465,14489.211
117466,69281.83
117467,65798.86
117468,16738.443
117469,3134.0322
117470,34597.688
117471,73407.85
117472,37156.79
117473,31196.979
117474,32890.65
117475,140590.95
117476,23290.266
117477,91703.945
117478,149703.83
117479,94167.12
117480,36486.16
117481,209649.97
117482,32833.29
117483,73464.555
117484,68204.07
117485,68105.73
117486,44752.914
117487,52603.426
117488,33076.258
117489,140778.77
117490,418850.72
117491,74522.81
117492,386316.62
117493,218966.16
117494,81253.69
117495,18852.717
117496,45165.723
117497,15117.937
117498,51898.773
117499,35895.895
117500,38746.895
117501,43390.62
117502,38529.797
117503,34954.42
117504,20581.936
117505,75156.59
117506,53004.266
117507,81363.61
117508,12742.44
117509,104861.37
117510,63315.65
117511,32106.453
117512,34719.938
117513,7817.8696
117514,59133.145
117515,69120.69
117516,66633.57
117517,17999.424
117518,8861.276
117519,8926.385
117520,60006.19
117521,84233.86
117522,41183.086
117523,123043.48
117524,69627.125
117525,510.80084
117526,25891.576
117527,7510.8
117528,8424.838
117529,90150.06
117530,79806.164
117531,9323.054
117532,38237.797
117533,91887.984
117534,36654.434
117535,18695.455
117536,46130.094
117537,25081.768
117538,6420.5796
117539,22422.287
117540,22312.678
117541,34390.97
117542,155381.2
117543,57812.785
117544,4261.7583
117545,424507.5
117546,633963.8
117547,30601.824
117548,48200.32
117549,219040.02
117550,60068.76
117551,14129.107
117552,216069.17
117553,-1379.6117
117554,137910.16
117555,190960.83
117556,32653.48
117557,96969.92
117558,23074.45
117559,306485.06
117560,375125.75
117561,43029.1
